id,cat3
TEST_02220,한식
TEST_02221,"야영장,오토캠핑장"
TEST_02222,한식
TEST_02223,전시관
TEST_02224,한식
TEST_02225,5일장
TEST_02226,테마공원
TEST_02227,테마공원
TEST_02228,"야영장,오토캠핑장"
TEST_02229,한식
TEST_02230,상설시장
TEST_02231,일식
TEST_02232,유명건물
TEST_02233,사찰
TEST_02234,한식
TEST_02235,바/까페
TEST_02236,자연생태관광지
TEST_02237,중식
TEST_02238,박물관
TEST_02239,일반축제
TEST_02240,전문상가
TEST_02241,일반축제
TEST_02242,이색거리
TEST_02243,관광단지
TEST_02244,바/까페
TEST_02245,유명건물
TEST_02246,기념탑/기념비/전망대
TEST_02247,문화원
TEST_02248,유적지/사적지
TEST_02249,공원
TEST_02250,계곡
TEST_02251,"야영장,오토캠핑장"
TEST_02252,섬
TEST_02253,한옥스테이
TEST_02254,한옥스테이
TEST_02255,유명건물
TEST_02256,한식
TEST_02257,공원
TEST_02258,일식
TEST_02259,산
TEST_02260,서양식
TEST_02261,사찰
TEST_02262,성
TEST_02263,한옥스테이
TEST_02264,박물관
TEST_02265,자연휴양림
TEST_02266,도서관
TEST_02267,이색거리
TEST_02268,한식
TEST_02269,계곡
TEST_02270,한식
TEST_02271,유적지/사적지
TEST_02272,산
TEST_02273,한식
TEST_02274,펜션
TEST_02275,강
TEST_02276,산
TEST_02277,산
TEST_02278,고택
TEST_02279,유적지/사적지
TEST_02280,5일장
TEST_02281,한식
TEST_02282,항구/포구
TEST_02283,전시관
TEST_02284,한식
TEST_02285,한옥스테이
TEST_02286,일반축제
TEST_02287,한식
TEST_02288,산
TEST_02289,한식
TEST_02290,바/까페
TEST_02291,"야영장,오토캠핑장"
TEST_02292,일반축제
TEST_02293,트래킹
TEST_02294,유적지/사적지
TEST_02295,농.산.어촌 체험
TEST_02296,이색거리
TEST_02297,한옥스테이
TEST_02298,바/까페
TEST_02299,산
TEST_02300,한옥스테이
TEST_02301,"야영장,오토캠핑장"
TEST_02302,한옥스테이
TEST_02303,관광단지
TEST_02304,한옥스테이
TEST_02305,한식
TEST_02306,성
TEST_02307,사찰
TEST_02308,테마공원
TEST_02309,항구/포구
TEST_02310,동굴
TEST_02311,산
TEST_02312,자연생태관광지
TEST_02313,사찰
TEST_02314,유적지/사적지
TEST_02315,박물관
TEST_02316,한식
TEST_02317,민물낚시
TEST_02318,계곡
TEST_02319,한식
TEST_02320,수목원
TEST_02321,"야영장,오토캠핑장"
TEST_02322,"야영장,오토캠핑장"
TEST_02323,사찰
TEST_02324,해수욕장
TEST_02325,유적지/사적지
TEST_02326,미술관/화랑
TEST_02327,바/까페
TEST_02328,한식
TEST_02329,바/까페
TEST_02330,한식
TEST_02331,한식
TEST_02332,"야영장,오토캠핑장"
TEST_02333,서양식
TEST_02334,산
TEST_02335,한식
TEST_02336,일반축제
TEST_02337,사찰
TEST_02338,"야영장,오토캠핑장"
TEST_02339,한식
TEST_02340,기념관
TEST_02341,"야영장,오토캠핑장"
TEST_02342,한식
TEST_02343,기념탑/기념비/전망대
TEST_02344,"야영장,오토캠핑장"
TEST_02345,중식
TEST_02346,"야영장,오토캠핑장"
TEST_02347,유적지/사적지
TEST_02348,펜션
TEST_02349,한식
TEST_02350,한식
TEST_02351,스키(보드) 렌탈샵
TEST_02352,골프
TEST_02353,유적지/사적지
TEST_02354,"야영장,오토캠핑장"
TEST_02355,전문상가
TEST_02356,"야영장,오토캠핑장"
TEST_02357,"야영장,오토캠핑장"
TEST_02358,일반축제
TEST_02359,박물관
TEST_02360,고택
TEST_02361,자연휴양림
TEST_02362,민물낚시
TEST_02363,박물관
TEST_02364,한식
TEST_02365,한식
TEST_02366,한옥스테이
TEST_02367,한식
TEST_02368,유적지/사적지
TEST_02369,한식
TEST_02370,이색거리
TEST_02371,한식
TEST_02372,일반축제
TEST_02373,문화원
TEST_02374,해수욕장
TEST_02375,해수욕장
TEST_02376,산
TEST_02377,"야영장,오토캠핑장"
TEST_02378,전시관
TEST_02379,"야영장,오토캠핑장"
TEST_02380,농.산.어촌 체험
TEST_02381,펜션
TEST_02382,바/까페
TEST_02383,바/까페
TEST_02384,항구/포구
TEST_02385,항구/포구
TEST_02386,골프
TEST_02387,한식
TEST_02388,"야영장,오토캠핑장"
TEST_02389,바/까페
TEST_02390,한식
TEST_02391,"야영장,오토캠핑장"
TEST_02392,한식
TEST_02393,바/까페
TEST_02394,계곡
TEST_02395,유적지/사적지
TEST_02396,한식
TEST_02397,유적지/사적지
TEST_02398,한식
TEST_02399,이색거리
TEST_02400,고택
TEST_02401,한식
TEST_02402,이색거리
TEST_02403,전시관
TEST_02404,모텔
TEST_02405,항구/포구
TEST_02406,전시관
TEST_02407,기념탑/기념비/전망대
TEST_02408,한식
TEST_02409,유적지/사적지
TEST_02410,"야영장,오토캠핑장"
TEST_02411,바/까페
TEST_02412,바/까페
TEST_02413,관광단지
TEST_02414,"야영장,오토캠핑장"
TEST_02415,유적지/사적지
TEST_02416,한식
TEST_02417,한식
TEST_02418,항구/포구
TEST_02419,전문상가
TEST_02420,미술관/화랑
TEST_02421,한식
TEST_02422,상설시장
TEST_02423,"야영장,오토캠핑장"
TEST_02424,미술관/화랑
TEST_02425,강
TEST_02426,상설시장
TEST_02427,한식
TEST_02428,일반축제
TEST_02429,농.산.어촌 체험
TEST_02430,일반축제
TEST_02431,전문상가
TEST_02432,박물관
TEST_02433,박물관
TEST_02434,한식
TEST_02435,박물관
TEST_02436,공연장
TEST_02437,공연장
TEST_02438,이색거리
TEST_02439,트래킹
TEST_02440,서양식
TEST_02441,5일장
TEST_02442,스키(보드) 렌탈샵
TEST_02443,서양식
TEST_02444,한식
TEST_02445,항구/포구
TEST_02446,항구/포구
TEST_02447,트래킹
TEST_02448,한식
TEST_02449,트래킹
TEST_02450,유적지/사적지
TEST_02451,테마공원
TEST_02452,골프
TEST_02453,일식
TEST_02454,서양식
TEST_02455,펜션
TEST_02456,문화원
TEST_02457,한식
TEST_02458,이색거리
TEST_02459,공원
TEST_02460,트래킹
TEST_02461,도서관
TEST_02462,박물관
TEST_02463,성
TEST_02464,모텔
TEST_02465,트래킹
TEST_02466,바/까페
TEST_02467,유적지/사적지
TEST_02468,바/까페
TEST_02469,고택
TEST_02470,공연장
TEST_02471,한식
TEST_02472,스키(보드) 렌탈샵
TEST_02473,한식
TEST_02474,서양식
TEST_02475,한식
TEST_02476,"야영장,오토캠핑장"
TEST_02477,모텔
TEST_02478,한식
TEST_02479,한식
TEST_02480,이색거리
TEST_02481,한옥스테이
TEST_02482,도서관
TEST_02483,"야영장,오토캠핑장"
TEST_02484,사찰
TEST_02485,유적지/사적지
TEST_02486,한식
TEST_02487,도서관
TEST_02488,이색거리
TEST_02489,5일장
TEST_02490,"야영장,오토캠핑장"
TEST_02491,미술관/화랑
TEST_02492,유명건물
TEST_02493,공연장
TEST_02494,모텔
TEST_02495,바/까페
TEST_02496,농.산.어촌 체험
TEST_02497,한식
TEST_02498,"야영장,오토캠핑장"
TEST_02499,한옥스테이
TEST_02500,사찰
TEST_02501,모텔
TEST_02502,산
TEST_02503,한식
TEST_02504,상설시장
TEST_02505,한식
TEST_02506,한옥스테이
TEST_02507,이색거리
TEST_02508,한옥스테이
TEST_02509,바/까페
TEST_02510,사찰
TEST_02511,한옥스테이
TEST_02512,바/까페
TEST_02513,박물관
TEST_02514,"야영장,오토캠핑장"
TEST_02515,중식
TEST_02516,한식
TEST_02517,한옥스테이
TEST_02518,한옥스테이
TEST_02519,"야영장,오토캠핑장"
TEST_02520,이색거리
TEST_02521,펜션
TEST_02522,사찰
TEST_02523,한식
TEST_02524,한식
TEST_02525,산
TEST_02526,"야영장,오토캠핑장"
TEST_02527,펜션
TEST_02528,트래킹
TEST_02529,트래킹
TEST_02530,모텔
TEST_02531,한식
TEST_02532,종교성지
TEST_02533,한옥스테이
TEST_02534,자연생태관광지
TEST_02535,한식
TEST_02536,한식
TEST_02537,한식
TEST_02538,모텔
TEST_02539,한식
TEST_02540,펜션
TEST_02541,게스트하우스
TEST_02542,항구/포구
TEST_02543,성
TEST_02544,농.산.어촌 체험
TEST_02545,기념관
TEST_02546,중식
TEST_02547,유적지/사적지
TEST_02548,한옥스테이
TEST_02549,이색거리
TEST_02550,한옥스테이
TEST_02551,골프
TEST_02552,바/까페
TEST_02553,일반축제
TEST_02554,유적지/사적지
TEST_02555,자연휴양림
TEST_02556,유명건물
TEST_02557,테마공원
TEST_02558,"야영장,오토캠핑장"
TEST_02559,"야영장,오토캠핑장"
TEST_02560,스키(보드) 렌탈샵
TEST_02561,바/까페
TEST_02562,중식
TEST_02563,박물관
TEST_02564,기념탑/기념비/전망대
TEST_02565,일반축제
TEST_02566,래프팅
TEST_02567,유적지/사적지
TEST_02568,한식
TEST_02569,"야영장,오토캠핑장"
TEST_02570,서양식
TEST_02571,"야영장,오토캠핑장"
TEST_02572,미술관/화랑
TEST_02573,일반축제
TEST_02574,한식
TEST_02575,일반축제
TEST_02576,"야영장,오토캠핑장"
TEST_02577,박물관
TEST_02578,중식
TEST_02579,"야영장,오토캠핑장"
TEST_02580,상설시장
TEST_02581,한식
TEST_02582,농.산.어촌 체험
TEST_02583,트래킹
TEST_02584,한식
TEST_02585,미술관/화랑
TEST_02586,"야영장,오토캠핑장"
TEST_02587,바/까페
TEST_02588,"야영장,오토캠핑장"
TEST_02589,"야영장,오토캠핑장"
TEST_02590,이색거리
TEST_02591,사찰
TEST_02592,농.산.어촌 체험
TEST_02593,기념탑/기념비/전망대
TEST_02594,자연생태관광지
TEST_02595,"야영장,오토캠핑장"
TEST_02596,성
TEST_02597,이색거리
TEST_02598,한식
TEST_02599,한식
TEST_02600,"야영장,오토캠핑장"
TEST_02601,"야영장,오토캠핑장"
TEST_02602,농.산.어촌 체험
TEST_02603,고택
TEST_02604,상설시장
TEST_02605,계곡
TEST_02606,사찰
TEST_02607,모텔
TEST_02608,한식
TEST_02609,유적지/사적지
TEST_02610,한옥스테이
TEST_02611,바/까페
TEST_02612,"야영장,오토캠핑장"
TEST_02613,바/까페
TEST_02614,서양식
TEST_02615,"야영장,오토캠핑장"
TEST_02616,일반축제
TEST_02617,전시관
TEST_02618,"야영장,오토캠핑장"
TEST_02619,게스트하우스
TEST_02620,바/까페
TEST_02621,한식
TEST_02622,이색거리
TEST_02623,래프팅
TEST_02624,한식
TEST_02625,온천/욕장/스파
TEST_02626,농.산.어촌 체험
TEST_02627,수목원
TEST_02628,일반축제
TEST_02629,한식
TEST_02630,"야영장,오토캠핑장"
TEST_02631,전문상가
TEST_02632,한식
TEST_02633,한식
TEST_02634,한식
TEST_02635,게스트하우스
TEST_02636,미술관/화랑
TEST_02637,일반축제
TEST_02638,미술관/화랑
TEST_02639,한옥스테이
TEST_02640,스키(보드) 렌탈샵
TEST_02641,온천/욕장/스파
TEST_02642,한식
TEST_02643,"야영장,오토캠핑장"
TEST_02644,전문상가
TEST_02645,한식
TEST_02646,산
TEST_02647,골프
TEST_02648,공원
TEST_02649,"야영장,오토캠핑장"
TEST_02650,고택
TEST_02651,민물낚시
TEST_02652,공연장
TEST_02653,한식
TEST_02654,한식
TEST_02655,공연장
TEST_02656,기념탑/기념비/전망대
TEST_02657,골프
TEST_02658,한옥스테이
TEST_02659,한식
TEST_02660,동굴
TEST_02661,상설시장
TEST_02662,서양식
TEST_02663,유적지/사적지
TEST_02664,한식
TEST_02665,한식
TEST_02666,폭포
TEST_02667,유원지
TEST_02668,자연휴양림
TEST_02669,박물관
TEST_02670,관광단지
TEST_02671,바/까페
TEST_02672,한식
TEST_02673,중식
TEST_02674,"야영장,오토캠핑장"
TEST_02675,고택
TEST_02676,유적지/사적지
TEST_02677,한옥스테이
TEST_02678,전시관
TEST_02679,바/까페
TEST_02680,미술관/화랑
TEST_02681,트래킹
TEST_02682,"야영장,오토캠핑장"
TEST_02683,모텔
TEST_02684,수목원
TEST_02685,민물낚시
TEST_02686,공연장
TEST_02687,자연생태관광지
TEST_02688,모텔
TEST_02689,미술관/화랑
TEST_02690,관광단지
TEST_02691,공원
TEST_02692,트래킹
TEST_02693,"야영장,오토캠핑장"
TEST_02694,한식
TEST_02695,"야영장,오토캠핑장"
TEST_02696,모텔
TEST_02697,수련시설
TEST_02698,한식
TEST_02699,유적지/사적지
TEST_02700,한식
TEST_02701,항구/포구
TEST_02702,한식
TEST_02703,이색거리
TEST_02704,서양식
TEST_02705,공연장
TEST_02706,펜션
TEST_02707,한식
TEST_02708,수목원
TEST_02709,강
TEST_02710,희귀동.식물
TEST_02711,관광단지
TEST_02712,"야영장,오토캠핑장"
TEST_02713,사찰
TEST_02714,관광단지
TEST_02715,계곡
TEST_02716,한식
TEST_02717,한식
TEST_02718,한식
TEST_02719,해수욕장
TEST_02720,모텔
TEST_02721,바/까페
TEST_02722,공원
TEST_02723,민물낚시
TEST_02724,전문상가
TEST_02725,한옥스테이
TEST_02726,상설시장
TEST_02727,한식
TEST_02728,이색거리
TEST_02729,"야영장,오토캠핑장"
TEST_02730,미술관/화랑
TEST_02731,스키(보드) 렌탈샵
TEST_02732,공원
TEST_02733,공원
TEST_02734,한옥스테이
TEST_02735,박물관
TEST_02736,계곡
TEST_02737,문화원
TEST_02738,미술관/화랑
TEST_02739,전시관
TEST_02740,한식
TEST_02741,한식
TEST_02742,중식
TEST_02743,농.산.어촌 체험
TEST_02744,"야영장,오토캠핑장"
TEST_02745,고택
TEST_02746,한식
TEST_02747,상설시장
TEST_02748,"야영장,오토캠핑장"
TEST_02749,5일장
TEST_02750,"야영장,오토캠핑장"
TEST_02751,섬
TEST_02752,박물관
TEST_02753,항구/포구
TEST_02754,박물관
TEST_02755,한식
TEST_02756,유적지/사적지
TEST_02757,산
TEST_02758,모텔
TEST_02759,"야영장,오토캠핑장"
TEST_02760,트래킹
TEST_02761,한식
TEST_02762,사찰
TEST_02763,한식
TEST_02764,스키(보드) 렌탈샵
TEST_02765,공연장
TEST_02766,한식
TEST_02767,"야영장,오토캠핑장"
TEST_02768,미술관/화랑
TEST_02769,한식
TEST_02770,유적지/사적지
TEST_02771,바/까페
TEST_02772,관광단지
TEST_02773,농.산.어촌 체험
TEST_02774,농.산.어촌 체험
TEST_02775,모텔
TEST_02776,한식
TEST_02777,사찰
TEST_02778,이색거리
TEST_02779,"야영장,오토캠핑장"
TEST_02780,상설시장
TEST_02781,한식
TEST_02782,"야영장,오토캠핑장"
TEST_02783,사찰
TEST_02784,이색거리
TEST_02785,골프
TEST_02786,한식
TEST_02787,유적지/사적지
TEST_02788,박물관
TEST_02789,"야영장,오토캠핑장"
TEST_02790,전문상가
TEST_02791,트래킹
TEST_02792,바/까페
TEST_02793,일반축제
TEST_02794,"야영장,오토캠핑장"
TEST_02795,서양식
TEST_02796,모텔
TEST_02797,한식
TEST_02798,"야영장,오토캠핑장"
TEST_02799,박물관
TEST_02800,상설시장
TEST_02801,"야영장,오토캠핑장"
TEST_02802,"야영장,오토캠핑장"
TEST_02803,박물관
TEST_02804,산
TEST_02805,"야영장,오토캠핑장"
TEST_02806,중식
TEST_02807,한식
TEST_02808,서양식
TEST_02809,한식
TEST_02810,일반축제
TEST_02811,한식
TEST_02812,바/까페
TEST_02813,박물관
TEST_02814,박물관
TEST_02815,한식
TEST_02816,일반축제
TEST_02817,상설시장
TEST_02818,"야영장,오토캠핑장"
TEST_02819,박물관
TEST_02820,민물낚시
TEST_02821,전시관
TEST_02822,미술관/화랑
TEST_02823,섬
TEST_02824,트래킹
TEST_02825,사찰
TEST_02826,박물관
TEST_02827,모텔
TEST_02828,사찰
TEST_02829,자연휴양림
TEST_02830,한식
TEST_02831,유적지/사적지
TEST_02832,"야영장,오토캠핑장"
TEST_02833,일반축제
TEST_02834,바/까페
TEST_02835,유적지/사적지
TEST_02836,중식
TEST_02837,모텔
TEST_02838,한옥스테이
TEST_02839,바/까페
TEST_02840,펜션
TEST_02841,게스트하우스
TEST_02842,한식
TEST_02843,한식
TEST_02844,한식
TEST_02845,한식
TEST_02846,한식
TEST_02847,민물낚시
TEST_02848,한식
TEST_02849,일반축제
TEST_02850,다리/대교
TEST_02851,상설시장
TEST_02852,이색거리
TEST_02853,한식
TEST_02854,일반축제
TEST_02855,서양식
TEST_02856,한식
TEST_02857,유적지/사적지
TEST_02858,공원
TEST_02859,"야영장,오토캠핑장"
TEST_02860,서양식
TEST_02861,한식
TEST_02862,펜션
TEST_02863,바/까페
TEST_02864,유적지/사적지
TEST_02865,바/까페
TEST_02866,계곡
TEST_02867,자연생태관광지
TEST_02868,이색거리
TEST_02869,바/까페
TEST_02870,전문상가
TEST_02871,한식
TEST_02872,한식
TEST_02873,한식
TEST_02874,미술관/화랑
TEST_02875,공원
TEST_02876,항구/포구
TEST_02877,강
TEST_02878,전시관
TEST_02879,한식
TEST_02880,민물낚시
TEST_02881,종교성지
TEST_02882,문화원
TEST_02883,모텔
TEST_02884,일반축제
TEST_02885,"야영장,오토캠핑장"
TEST_02886,유적지/사적지
TEST_02887,이색거리
TEST_02888,농.산.어촌 체험
TEST_02889,전시관
TEST_02890,상설시장
TEST_02891,산
TEST_02892,펜션
TEST_02893,계곡
TEST_02894,유원지
TEST_02895,펜션
TEST_02896,항구/포구
TEST_02897,미술관/화랑
TEST_02898,유적지/사적지
TEST_02899,공원
TEST_02900,일반축제
TEST_02901,유적지/사적지
TEST_02902,농.산.어촌 체험
TEST_02903,"야영장,오토캠핑장"
TEST_02904,다리/대교
TEST_02905,"야영장,오토캠핑장"
TEST_02906,서양식
TEST_02907,"야영장,오토캠핑장"
TEST_02908,한식
TEST_02909,바/까페
TEST_02910,전시관
TEST_02911,종교성지
TEST_02912,한옥스테이
TEST_02913,한식
TEST_02914,한식
TEST_02915,유적지/사적지
TEST_02916,서양식
TEST_02917,강
TEST_02918,다리/대교
TEST_02919,수목원
TEST_02920,온천/욕장/스파
TEST_02921,농.산.어촌 체험
TEST_02922,트래킹
TEST_02923,해수욕장
TEST_02924,바/까페
TEST_02925,일반축제
TEST_02926,"야영장,오토캠핑장"
TEST_02927,수련시설
TEST_02928,바/까페
TEST_02929,한옥스테이
TEST_02930,온천/욕장/스파
TEST_02931,한옥스테이
TEST_02932,일반축제
TEST_02933,한식
TEST_02934,전시관
TEST_02935,사찰
TEST_02936,"야영장,오토캠핑장"
TEST_02937,상설시장
TEST_02938,골프
TEST_02939,일식
TEST_02940,자연생태관광지
TEST_02941,모텔
TEST_02942,계곡
TEST_02943,"야영장,오토캠핑장"
TEST_02944,"야영장,오토캠핑장"
TEST_02945,한옥스테이
TEST_02946,농.산.어촌 체험
TEST_02947,바/까페
TEST_02948,게스트하우스
TEST_02949,바/까페
TEST_02950,바/까페
TEST_02951,한식
TEST_02952,한식
TEST_02953,한식
TEST_02954,상설시장
TEST_02955,사찰
TEST_02956,유원지
TEST_02957,관광단지
TEST_02958,한식
TEST_02959,래프팅
TEST_02960,중식
TEST_02961,기념탑/기념비/전망대
TEST_02962,온천/욕장/스파
TEST_02963,공연장
TEST_02964,미술관/화랑
TEST_02965,"야영장,오토캠핑장"
TEST_02966,농.산.어촌 체험
TEST_02967,농.산.어촌 체험
TEST_02968,한식
TEST_02969,바/까페
TEST_02970,한식
TEST_02971,사찰
TEST_02972,유적지/사적지
TEST_02973,"야영장,오토캠핑장"
TEST_02974,자연생태관광지
TEST_02975,한식
TEST_02976,한식
TEST_02977,모텔
TEST_02978,산
TEST_02979,"야영장,오토캠핑장"
TEST_02980,"야영장,오토캠핑장"
TEST_02981,펜션
TEST_02982,일반축제
TEST_02983,"야영장,오토캠핑장"
TEST_02984,트래킹
TEST_02985,한식
TEST_02986,산
TEST_02987,한식
TEST_02988,관광단지
TEST_02989,바/까페
TEST_02990,섬
TEST_02991,한식
TEST_02992,"야영장,오토캠핑장"
TEST_02993,수련시설
TEST_02994,골프
TEST_02995,골프
TEST_02996,한식
TEST_02997,트래킹
TEST_02998,한식
TEST_02999,사찰
TEST_03000,모텔
TEST_03001,박람회
TEST_03002,바/까페
TEST_03003,한식
TEST_03004,고택
TEST_03005,상설시장
TEST_03006,유적지/사적지
TEST_03007,사찰
TEST_03008,자연휴양림
TEST_03009,한식
TEST_03010,한식
TEST_03011,계곡
TEST_03012,한식
TEST_03013,골프
TEST_03014,한옥스테이
TEST_03015,"야영장,오토캠핑장"
TEST_03016,"야영장,오토캠핑장"
TEST_03017,한식
TEST_03018,해수욕장
TEST_03019,관광단지
TEST_03020,자연휴양림
TEST_03021,"야영장,오토캠핑장"
TEST_03022,일반축제
TEST_03023,한식
TEST_03024,미술관/화랑
TEST_03025,기념탑/기념비/전망대
TEST_03026,모텔
TEST_03027,자연생태관광지
TEST_03028,공원
TEST_03029,"야영장,오토캠핑장"
TEST_03030,자연휴양림
TEST_03031,유원지
TEST_03032,전문상가
TEST_03033,박물관
TEST_03034,계곡
TEST_03035,바/까페
TEST_03036,바/까페
TEST_03037,강
TEST_03038,강
TEST_03039,"야영장,오토캠핑장"
TEST_03040,섬
TEST_03041,모텔
TEST_03042,이색거리
TEST_03043,유적지/사적지
TEST_03044,"야영장,오토캠핑장"
TEST_03045,바다낚시
TEST_03046,한식
TEST_03047,"야영장,오토캠핑장"
TEST_03048,한식
TEST_03049,"야영장,오토캠핑장"
TEST_03050,농.산.어촌 체험
TEST_03051,박물관
TEST_03052,수련시설
TEST_03053,바/까페
TEST_03054,트래킹
TEST_03055,수목원
TEST_03056,미술관/화랑
TEST_03057,기념관
TEST_03058,수목원
TEST_03059,한식
TEST_03060,일반축제
TEST_03061,한식
TEST_03062,한식
TEST_03063,트래킹
TEST_03064,"야영장,오토캠핑장"
TEST_03065,미술관/화랑
TEST_03066,유적지/사적지
TEST_03067,민물낚시
TEST_03068,일반축제
TEST_03069,중식
TEST_03070,한식
TEST_03071,사찰
TEST_03072,전시관
TEST_03073,전시관
TEST_03074,농.산.어촌 체험
TEST_03075,박물관
TEST_03076,공연장
TEST_03077,강
TEST_03078,일반축제
TEST_03079,민물낚시
TEST_03080,펜션
TEST_03081,자연생태관광지
TEST_03082,수련시설
TEST_03083,5일장
TEST_03084,자연생태관광지
TEST_03085,자연생태관광지
TEST_03086,산
TEST_03087,모텔
TEST_03088,유적지/사적지
TEST_03089,유적지/사적지
TEST_03090,바/까페
TEST_03091,한식
TEST_03092,사찰
TEST_03093,자연휴양림
TEST_03094,이색거리
TEST_03095,자연휴양림
TEST_03096,펜션
TEST_03097,바/까페
TEST_03098,모텔
TEST_03099,한식
TEST_03100,한식
TEST_03101,한식
TEST_03102,한식
TEST_03103,전문상가
TEST_03104,"야영장,오토캠핑장"
TEST_03105,"야영장,오토캠핑장"
TEST_03106,수련시설
TEST_03107,한식
TEST_03108,유적지/사적지
TEST_03109,중식
TEST_03110,서양식
TEST_03111,전문상가
TEST_03112,"야영장,오토캠핑장"
TEST_03113,"야영장,오토캠핑장"
TEST_03114,한식
TEST_03115,테마공원
TEST_03116,한옥스테이
TEST_03117,5일장
TEST_03118,미술관/화랑
TEST_03119,일식
TEST_03120,일반축제
TEST_03121,한식
TEST_03122,스키(보드) 렌탈샵
TEST_03123,테마공원
TEST_03124,유적지/사적지
TEST_03125,한식
TEST_03126,"야영장,오토캠핑장"
TEST_03127,"야영장,오토캠핑장"
TEST_03128,한식
TEST_03129,수련시설
TEST_03130,이색거리
TEST_03131,성
TEST_03132,농.산.어촌 체험
TEST_03133,공원
TEST_03134,펜션
TEST_03135,한식
TEST_03136,중식
TEST_03137,바/까페
TEST_03138,상설시장
TEST_03139,사찰
TEST_03140,한식
TEST_03141,한식
TEST_03142,한식
TEST_03143,농.산.어촌 체험
TEST_03144,테마공원
TEST_03145,해수욕장
TEST_03146,기념탑/기념비/전망대
TEST_03147,사찰
TEST_03148,"야영장,오토캠핑장"
TEST_03149,이색거리
TEST_03150,"야영장,오토캠핑장"
TEST_03151,유적지/사적지
TEST_03152,"야영장,오토캠핑장"
TEST_03153,공연장
TEST_03154,펜션
TEST_03155,"야영장,오토캠핑장"
TEST_03156,사찰
TEST_03157,온천/욕장/스파
TEST_03158,한식
TEST_03159,박물관
TEST_03160,펜션
TEST_03161,이색거리
TEST_03162,한식
TEST_03163,농.산.어촌 체험
TEST_03164,중식
TEST_03165,중식
TEST_03166,기념탑/기념비/전망대
TEST_03167,한식
TEST_03168,한식
TEST_03169,한옥스테이
TEST_03170,항구/포구
TEST_03171,한식
TEST_03172,한식
TEST_03173,해수욕장
TEST_03174,승마
TEST_03175,한식
TEST_03176,"야영장,오토캠핑장"
TEST_03177,자연생태관광지
TEST_03178,유적지/사적지
TEST_03179,농.산.어촌 체험
TEST_03180,한식
TEST_03181,한식
TEST_03182,계곡
TEST_03183,일반축제
TEST_03184,수목원
TEST_03185,종교성지
TEST_03186,기념관
TEST_03187,모텔
TEST_03188,"야영장,오토캠핑장"
TEST_03189,"야영장,오토캠핑장"
TEST_03190,농.산.어촌 체험
TEST_03191,상설시장
TEST_03192,섬
TEST_03193,한식
TEST_03194,유적지/사적지
TEST_03195,전문상가
TEST_03196,펜션
TEST_03197,바/까페
TEST_03198,한식
TEST_03199,박물관
TEST_03200,미술관/화랑
TEST_03201,"야영장,오토캠핑장"
TEST_03202,수련시설
TEST_03203,한식
TEST_03204,이색거리
TEST_03205,산
TEST_03206,펜션
TEST_03207,사찰
TEST_03208,유적지/사적지
TEST_03209,유적지/사적지
TEST_03210,한식
TEST_03211,"야영장,오토캠핑장"
TEST_03212,패밀리레스토랑
TEST_03213,문화원
TEST_03214,"야영장,오토캠핑장"
TEST_03215,산
TEST_03216,모텔
TEST_03217,사찰
TEST_03218,한식
TEST_03219,"야영장,오토캠핑장"
TEST_03220,수목원
TEST_03221,한식
TEST_03222,한식
TEST_03223,일반축제
TEST_03224,한식
TEST_03225,바/까페
TEST_03226,한식
TEST_03227,한식
TEST_03228,전시관
TEST_03229,민물낚시
TEST_03230,한식
TEST_03231,펜션
TEST_03232,트래킹
TEST_03233,일반축제
TEST_03234,관광단지
TEST_03235,전문상가
TEST_03236,일반축제
TEST_03237,"야영장,오토캠핑장"
TEST_03238,도서관
TEST_03239,성
TEST_03240,유적지/사적지
TEST_03241,일반축제
TEST_03242,서양식
TEST_03243,"야영장,오토캠핑장"
TEST_03244,한식
TEST_03245,"야영장,오토캠핑장"
TEST_03246,공원
TEST_03247,미술관/화랑
TEST_03248,전문상가
TEST_03249,모텔
TEST_03250,공연장
TEST_03251,한식
TEST_03252,골프
TEST_03253,펜션
TEST_03254,고택
TEST_03255,기념탑/기념비/전망대
TEST_03256,한식
TEST_03257,공원
TEST_03258,공원
TEST_03259,공원
TEST_03260,한식
TEST_03261,바/까페
TEST_03262,유적지/사적지
TEST_03263,한식
TEST_03264,"야영장,오토캠핑장"
TEST_03265,일반축제
TEST_03266,바/까페
TEST_03267,바/까페
TEST_03268,"야영장,오토캠핑장"
TEST_03269,상설시장
TEST_03270,전문상가
TEST_03271,사찰
TEST_03272,테마공원
TEST_03273,"야영장,오토캠핑장"
TEST_03274,농.산.어촌 체험
TEST_03275,이색거리
TEST_03276,"야영장,오토캠핑장"
TEST_03277,자연휴양림
TEST_03278,해수욕장
TEST_03279,"야영장,오토캠핑장"
TEST_03280,유적지/사적지
TEST_03281,농.산.어촌 체험
TEST_03282,스키(보드) 렌탈샵
TEST_03283,중식
TEST_03284,섬
TEST_03285,한식
TEST_03286,해수욕장
TEST_03287,펜션
TEST_03288,한식
TEST_03289,한식
TEST_03290,이색거리
TEST_03291,사찰
TEST_03292,한식
TEST_03293,"야영장,오토캠핑장"
TEST_03294,유적지/사적지
TEST_03295,산
TEST_03296,자연생태관광지
TEST_03297,미술관/화랑
TEST_03298,서양식
TEST_03299,모텔
TEST_03300,한식
TEST_03301,유원지
TEST_03302,"야영장,오토캠핑장"
